User ID,Organization ID,Organization Type,Country,State,NGSS Status,Grade level,Sign up date,Activation date,Full Trial expiry date,Quote created?
15570243,371409,School,United States,Minnesota,not sure,2,2017-11-13,2018-02-12,2018-06-30,False
15570245,371409,School,United States,Minnesota,no,"K, 1, 2, 3, 4",2017-11-12,,,False
15570246,371409,School,United States,Minnesota,transitioning,K,2017-11-12,2017-11-12,2018-06-30,False
15572355,364226,School,United States,Indiana,not sure,K,2017-11-12,,,False
15572356,364226,School,United States,Indiana,no,2,2017-11-12,2017-11-12,2018-06-30,False
15573672,339552,School,United States,New York,no,4,2017-11-12,2017-11-12,2018-06-30,False
15573968,339552,School,United States,New York,yes,5,2017-11-12,,,False
15576515,364226,School,United States,Indiana,not sure,2,2017-11-13,2017-12-04,2018-06-30,False
15576517,364226,School,United States,Indiana,transitioning,3,2017-11-13,,,False
15577880,375251,School,United States,Illinois,transitioning,1,2017-11-12,2017-11-27,2018-06-30,False
15599098,339759,School,United States,New York,transitioning,3,2017-11-13,2017-11-13,2018-06-30,False
15599135,339759,School,United States,New York,not sure,3,2017-11-13,2017-11-13,2018-06-30,False
15599422,339759,School,United States,New York,not sure,K,2017-11-13,2017-11-13,2018-06-30,False
15599427,339759,School,United States,New York,transitioning,4,2017-11-13,2017-11-26,2018-06-30,False
15599905,339552,School,United States,New York,not sure,5,2017-11-13,2017-11-13,2018-06-30,False
15600322,339552,School,United States,New York,yes,"K, 1, 2, 3, 4, 5",2017-11-13,2017-11-13,2018-06-30,False
15605053,339552,School,United States,New York,yes,K,2017-11-13,,,False
15605131,339552,School,United States,New York,yes,"1, 2",2017-11-13,,,False
15605425,339759,School,United States,New York,transitioning,"3, 4, 5",2017-11-13,2017-11-19,2018-06-30,False
15605748,10486,School,Canada,Ontario,no,Upper,2017-11-13,2017-12-16,2018-06-30,False
15605749,10486,School,Canada,Ontario,no,Upper,2017-11-13,2017-11-20,2018-06-30,False
15609591,388674,School,United States,Texas,not sure,5,2017-11-13,2017-11-13,2018-06-30,False
15615156,327533,School,United States,California,transitioning,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-11-13,2017-11-13,2018-06-30,False
15615226,369265,School,United States,Wisconsin,not sure,3,2017-11-13,2017-11-20,2018-06-30,False
15617087,327533,School,United States,California,yes,4,2017-11-13,2017-11-13,2018-06-30,False
15617899,339736,School,United States,New York,transitioning,1,2017-11-13,2017-11-13,2018-06-30,False
15624196,377645,School,United States,Missouri,no,1,2017-11-13,2017-11-26,2018-06-30,False
15625250,382367,School,United States,Oklahoma,yes,4,2017-11-13,2017-11-13,2018-06-30,False
15631349,339759,School,United States,New York,transitioning,4,2017-11-13,2018-01-01,2018-06-30,False
15633621,327533,School,United States,California,not sure,"1, 2, 3, 4, 5",2017-11-13,2017-11-13,2018-06-30,False
15637225,388612,School,United States,Texas,not sure,1,2017-11-13,,,False
15644462,336849,School,United States,New Jersey,yes,1,2017-11-13,2017-11-13,2018-06-30,False
15651932,35742,School,Australia,Victoria,no,Upper,2017-11-14,2017-11-19,2018-06-30,False
15658528,35467,School,Canada,Newfoundland and Labrador,not sure,"1, 2",2017-11-14,,,False
15662772,332785,School,United States,Massachusetts,yes,1,2017-11-14,2017-11-14,2018-06-30,False
15663229,332785,School,United States,Massachusetts,no,K,2017-11-14,2017-11-14,2018-06-30,False
15663704,332197,School,United States,Massachusetts,no,K,2017-11-14,2017-11-14,2018-06-30,False
15666739,10486,School,Canada,Ontario,no,Upper,2017-11-14,2017-11-19,2018-06-30,False
15668959,332785,School,United States,Massachusetts,yes,5,2017-11-14,2017-11-14,2018-06-30,False
15672994,370526,School,United States,Minnesota,transitioning,K,2017-11-14,2017-11-27,2018-06-30,False
15672996,370526,School,United States,Minnesota,not sure,K,2017-11-14,,,False
15673454,360208,School,United States,Kentucky,yes,5,2017-11-17,2017-11-17,2018-06-30,False
15675307,10486,School,Canada,Ontario,not sure,"3, 4, 5, Upper",2017-11-14,,,False
15677534,382994,School,United States,Oklahoma,not sure,1,2017-11-14,2017-11-14,2018-06-30,False
15683511,390879,School,United States,Colorado,not sure,"4, 5",2017-11-14,,,False
15691785,1050,School,United States,Pennsylvania,not sure,3,2017-11-14,2017-11-14,2018-06-30,False
15700006,388612,School,United States,Texas,no,3,2017-11-14,2017-11-14,2018-06-30,False
15702841,35753,School,Canada,Ontario,no,"4, 5",2017-11-14,,,False
15703270,365011,School,United States,Michigan,transitioning,1,2017-11-14,,,False
15725996,372601,School,United States,Montana,not sure,K,2017-11-15,2017-11-21,2018-06-30,False
15727803,377962,School,United States,Missouri,yes,3,2017-11-15,2017-11-15,2018-06-30,False
15730797,335044,School,United States,Connecticut,yes,K,2017-11-15,2017-11-19,2018-06-30,False
15731057,343932,School,United States,Delaware,not sure,"3, 4, 5",2017-11-15,2017-11-15,2018-06-30,False
15733078,332497,School,United States,Massachusetts,not sure,1,2017-11-15,,,False
15733628,389004,School,United States,Texas,no,"4, 5",2017-11-15,2017-11-15,2018-06-30,False
15733830,389004,School,United States,Texas,not sure,1,2017-11-15,2017-11-20,2018-06-30,False
15733831,389004,School,United States,Texas,no,3,2017-11-16,,,False
15733833,389004,School,United States,Texas,no,K,2017-11-16,,,False
15733836,389004,School,United States,Texas,not sure,2,2017-11-15,,,False
15736383,343932,School,United States,Delaware,yes,5,2017-11-15,2017-11-15,2018-06-30,False
15737280,380870,School,United States,Louisiana,yes,5,2017-11-15,2017-11-15,2018-06-30,False
15737884,375887,School,United States,Illinois,transitioning,1,2017-11-15,2017-11-15,2018-06-30,False
15741549,360542,School,United States,Kentucky,yes,3,2018-01-25,2018-01-25,2018-06-30,False
15743788,35467,School,Canada,Newfoundland and Labrador,not sure,2,2017-11-18,,,False
15743877,348994,School,United States,North Carolina,no,3,2017-11-15,2017-11-15,2018-06-30,False
15750155,393783,School,United States,Arizona,no,2,2017-11-15,,,False
15753634,343932,School,United States,Delaware,transitioning,3,2017-11-16,2017-12-07,2018-06-30,False
15753636,343932,School,United States,Delaware,yes,K,2017-11-15,2017-11-19,2018-06-30,False
15753639,343932,School,United States,Delaware,transitioning,K,2017-11-15,2017-11-15,2018-06-30,False
15753640,343932,School,United States,Delaware,yes,3,2017-11-15,2017-12-07,2018-06-30,False
15753641,343932,School,United States,Delaware,transitioning,2,2017-11-16,,,False
15753642,343932,School,United States,Delaware,yes,5,2017-11-15,,,False
15753970,343932,School,United States,Delaware,yes,1,2017-11-19,,,False
15758527,392260,School,United States,Utah,transitioning,5,2017-11-15,,,False
15768556,370526,School,United States,Minnesota,not sure,5,2017-11-15,2017-11-19,2018-06-30,False
15786986,377962,School,United States,Missouri,,,,,,False
15788229,343932,School,United States,Delaware,yes,K,2017-11-16,2017-11-16,2018-06-30,False
15788581,375838,School,United States,Illinois,yes,5,2017-11-16,2017-11-27,2018-06-30,False
15793011,25745,School,United States,New York,yes,Upper,2017-11-16,,,False
15793939,380721,School,United States,Louisiana,transitioning,4,2017-11-16,2017-11-16,2018-06-30,False
15799456,27811,School,Canada,Ontario,no,"4, 5",2017-11-16,2017-11-16,2018-06-30,False
15799711,27811,School,Canada,Ontario,not sure,"5, Upper",2017-11-16,2017-11-16,2018-06-30,False
15802071,380870,School,United States,Louisiana,transitioning,"K, 1, 2, 3, 4, 5",2017-11-16,2017-11-16,2018-06-30,False
15802665,380870,School,United States,Louisiana,transitioning,3,2017-11-16,2017-11-16,2018-06-30,False
15802666,380870,School,United States,Louisiana,transitioning,2,2017-11-16,,,False
15803861,356535,School,United States,Alabama,yes,3,2017-11-16,,,False
15805947,343932,School,United States,Delaware,yes,4,2017-11-16,2017-12-15,2018-06-30,False
15806211,356535,School,United States,Alabama,not sure,3,2017-11-17,2018-01-31,2018-06-30,False
15807882,338432,School,United States,New York,not sure,Upper,2017-11-16,,,False
15809287,20386,School,Canada,British Columbia,not sure,K,2017-11-16,2017-11-26,2018-06-30,False
15810495,346851,School,United States,Virginia,no,"Pre, K, 1, 2, 3, 4, 5",2017-11-27,,,False
15814311,375251,School,United States,Illinois,yes,2,2017-11-16,2017-12-07,2018-06-30,False
15815364,27811,School,Canada,Ontario,not sure,"3, 4",2017-12-04,2017-12-11,2018-06-30,False
15816902,377962,School,United States,Missouri,yes,5,2017-11-16,2017-11-16,2018-06-30,False
15818960,383320,School,United States,Texas,no,"1, 2, 3, 4, 5, Upper",2017-11-16,2017-11-16,2018-06-30,False
15819258,383320,School,United States,Texas,no,5,2017-11-17,,,False
15819259,383320,School,United States,Texas,not sure,4,2017-11-17,,,False
15819267,383320,School,United States,Texas,no,3,2017-11-17,2017-11-17,2018-06-30,False
15819268,383320,School,United States,Texas,no,2,2017-11-16,2018-01-30,2018-06-30,False
15842099,35392,School,Canada,New Brunswick,not sure,3,2017-11-23,,,False
15842276,356535,School,United States,Alabama,yes,3,2017-11-17,2017-11-17,2018-06-30,False
15844045,383320,School,United States,Texas,no,K,2017-11-17,2017-11-17,2018-06-30,False
15844095,383320,School,United States,Texas,no,3,2017-11-17,2018-02-19,2018-06-30,False
15844174,383320,School,United States,Texas,no,K,2017-11-17,,,False
15844180,383320,School,United States,Texas,not sure,K,2017-11-17,,,False
15845381,334883,School,United States,Connecticut,transitioning,"K, 1, 2, 3, 4, 5",2017-11-17,2017-11-21,2018-06-30,False
15845767,341521,School,United States,Pennsylvania,yes,"K, 1, 2, 3, 4, 5",2017-11-17,,,False
15858447,341521,School,United States,Pennsylvania,not sure,5,2017-11-17,2017-11-17,2018-06-30,False
15859808,1236,District,United States,California,yes,K,2017-11-17,2017-11-17,2018-06-30,False
15863553,341521,School,United States,Pennsylvania,not sure,5,2017-11-26,,,False
15864554,34469,School,Canada,British Columbia,not sure,Upper,2017-11-17,2017-11-26,2018-06-30,False
15865648,1236,District,United States,California,transitioning,1,2017-11-17,2017-11-17,2018-06-30,False
15865977,383004,School,United States,Oklahoma,transitioning,4,2017-11-17,2017-11-17,2018-06-30,False
15866631,394737,School,United States,Nevada,yes,5,2017-12-06,2017-12-10,2018-06-30,False
15870618,360438,School,United States,Kentucky,transitioning,"K, 1, 2, 3",2017-11-17,2017-11-17,2018-06-30,False
15877278,379244,School,United States,Kansas,yes,5,2017-11-17,2017-11-17,2018-06-30,False
15878521,360438,School,United States,Kentucky,yes,1,2017-11-17,2017-11-17,2018-06-30,False
15881303,360438,School,United States,Kentucky,yes,3,2017-11-17,2017-11-17,2018-06-30,False
15899560,352013,School,United States,Georgia,no,"K, 1",2017-11-18,2017-11-18,2018-06-30,False
15899775,352013,School,United States,Georgia,not sure,K,2017-11-27,2018-02-14,2018-06-30,False
15903159,341521,School,United States,Pennsylvania,not sure,K,2017-11-18,,,False
15961294,10368,School,Canada,Ontario,not sure,Upper,2017-11-19,,,False
15962604,25671,School,Canada,Ontario,no,2,2017-11-19,2017-11-19,2018-06-30,False
15967350,360438,School,United States,Kentucky,yes,1,2017-11-19,2017-11-19,2018-06-30,False
15985527,360438,School,United States,Kentucky,transitioning,"2, 3",2017-11-20,2017-11-20,2018-06-30,False
15989741,332081,School,United States,Massachusetts,not sure,"Pre, K, 1",2017-11-20,2017-11-20,2018-06-30,False
15993252,19342,School,United States,Illinois,yes,5,2017-11-20,2017-11-20,2018-06-30,False
15993804,336495,School,United States,New Jersey,no,3,2017-11-20,2017-11-20,2018-06-30,False
15996620,329416,School,United States,Washington,transitioning,3,2017-11-20,2017-11-27,2018-06-30,False
16005645,373230,School,United States,Illinois,yes,1,2017-11-20,2017-11-20,2018-06-30,False
16005827,373230,School,United States,Illinois,yes,1,2017-11-20,,,False
16006422,8763,School,United States,Missouri,transitioning,"K, 1, 2, 3, 4, 5, Upper",2017-11-20,2017-11-27,2018-06-30,False
16012782,341521,School,United States,Pennsylvania,no,4,2017-11-20,2017-11-20,2018-06-30,False
16012964,22943,School,Canada,British Columbia,no,1,2017-11-20,2017-11-20,2018-06-30,False
16012987,5559,School,Canada,Ontario,no,4,2017-11-20,2017-11-23,2018-06-30,False
16013116,22943,School,Canada,British Columbia,no,3,2017-11-20,2018-02-27,2018-06-30,False
16013117,22943,School,Canada,British Columbia,not sure,2,2017-11-20,2017-11-27,2018-06-30,False
16013118,22943,School,Canada,British Columbia,no,4,2017-11-20,2017-11-27,2018-06-30,False
16013137,327533,School,United States,California,,,,,,False
16014166,332081,School,United States,Massachusetts,no,1,2017-11-20,2017-11-26,2018-06-30,False
16014169,332081,School,United States,Massachusetts,yes,Upper,2017-11-20,2017-11-28,2018-06-30,False
16014176,332081,School,United States,Massachusetts,no,K,2017-11-21,,,False
16023142,365791,School,United States,Michigan,yes,2,2017-11-20,2017-11-26,2018-06-30,False
16043346,2481,School,United States,North Carolina,no,1,2017-11-21,2017-12-04,2018-06-30,False
16046881,382861,School,United States,Oklahoma,no,4,2017-11-21,2017-11-21,2018-06-30,False
16047294,382861,School,United States,Oklahoma,not sure,5,2017-11-21,2017-11-21,2018-06-30,False
16049908,360208,School,United States,Kentucky,yes,5,2017-11-21,2017-11-21,2018-06-30,False
16052891,382861,School,United States,Oklahoma,not sure,5,2017-11-21,2017-12-04,2018-06-30,False
16056006,33594,School,Canada,British Columbia,no,2,2017-11-21,,,False
16058544,339632,School,United States,New York,transitioning,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-11-21,2017-11-27,2018-06-30,False
16059151,36337,School,United States,Wisconsin,transitioning,"1, 2, 3, 4",2017-12-04,2017-12-04,2018-06-30,False
16059922,339632,School,United States,New York,not sure,Upper,2017-11-21,2017-11-21,2018-06-30,False
16061506,339632,School,United States,New York,transitioning,"K, 1, 2, 3, 4, 5",2017-11-21,2017-11-27,2018-06-30,False
16061509,339632,School,United States,New York,not sure,Upper,2017-11-22,2017-11-22,2018-06-30,False
16061510,339632,School,United States,New York,not sure,Upper,2017-11-22,,,False
16079808,363997,School,United States,Indiana,not sure,3,2017-11-21,2017-11-26,2018-06-30,False
16083300,341521,School,United States,Pennsylvania,no,4,2017-11-21,2017-12-04,2018-06-30,False
16087108,2751,School,United States,Washington,not sure,3,2017-11-21,2017-11-21,2018-06-30,False
16103340,339632,School,United States,New York,not sure,5,2017-11-22,2017-11-22,2018-06-30,False
16103342,339632,School,United States,New York,no,1,2017-11-26,2017-11-26,2018-06-30,False
16105381,339632,School,United States,New York,yes,"5, Upper",2017-11-26,,,False
16105934,339759,School,United States,New York,not sure,5,2017-11-22,2017-11-22,2018-06-30,False
16111577,36536,School,United States,Connecticut,not sure,2,2017-12-13,2017-12-13,2018-06-30,False
16112248,370615,School,United States,Minnesota,no,"Pre, K, 1, 2, 3, 4, 5",2017-11-22,2017-11-29,2018-06-30,False
16112377,339736,School,United States,New York,not sure,1,2017-11-22,2017-11-22,2018-06-30,False
16112822,379267,School,United States,Kansas,yes,"1, 2",2017-11-22,2017-11-22,2018-06-30,False
16112947,379267,School,United States,Kansas,yes,"1, 2",2017-11-22,2017-11-22,2018-06-30,False
16121198,367927,School,United States,Iowa,yes,1,2017-11-22,2017-12-01,2018-06-30,False
16164063,377205,School,United States,Missouri,no,2,2017-11-23,2017-11-23,2018-06-30,False
16168599,5559,School,Canada,Ontario,not sure,"2, 3",2017-11-27,2017-12-11,2018-06-30,False
16205467,375728,School,United States,Illinois,yes,1,2017-11-24,2017-12-04,2018-06-30,False
16217449,329993,School,United States,Washington,no,"1, 2, 3",2017-11-24,,,False
16219378,331975,School,United States,Massachusetts,no,5,2017-11-24,,,False
16245541,329310,School,United States,Washington,transitioning,4,2017-11-25,2017-11-25,2018-06-30,False
16297546,32768,School,Canada,Ontario,no,Upper,2017-11-27,2017-12-04,2018-06-30,False
16301439,342062,School,United States,Pennsylvania,transitioning,4,2017-11-26,2017-11-26,2018-06-30,False
16301756,342062,School,United States,Pennsylvania,not sure,4,2017-11-28,2017-11-28,2018-06-30,False
16301758,342062,School,United States,Pennsylvania,not sure,4,2017-11-27,2017-11-27,2018-06-30,False
16301759,342062,School,United States,Pennsylvania,transitioning,4,2017-11-28,2018-01-17,2018-06-30,False
16307788,342062,School,United States,Pennsylvania,transitioning,3,2017-11-28,2017-12-04,2018-06-30,False
16309741,353080,School,United States,Florida,no,"K, 1, 2",2017-11-30,2017-11-30,2018-06-30,False
16314428,339632,School,United States,New York,no,K,2017-11-27,,,False
16318115,30518,School,United States,Illinois,transitioning,4,2017-11-26,2017-11-26,2018-06-30,False
16318772,36130,School,New Zealand,Canterbury,no,"5, 6, Upper",2017-11-27,,,False
16319097,392483,School,United States,Arizona,yes,5,2017-11-26,2017-12-03,2018-06-30,False
16327703,325148,School,United States,California,not sure,3,2017-11-26,2017-11-26,2018-06-30,False
16331561,398213,School,United States,California,yes,3,2017-11-26,2017-11-26,2018-06-30,False
16331681,398213,School,United States,California,yes,2,2017-11-27,2018-02-11,2018-06-30,False
16331682,398213,School,United States,California,yes,1,2017-11-27,2018-02-11,2018-06-30,False
16348237,24757,School,United States,Iowa,no,4,2017-11-28,2018-01-29,2018-06-30,False
16349176,342062,School,United States,Pennsylvania,not sure,4,2017-11-27,2017-11-27,2018-06-30,False
16349499,342062,School,United States,Pennsylvania,yes,5,2017-12-01,2017-12-11,2018-06-30,False
16349500,342062,School,United States,Pennsylvania,transitioning,5,2017-11-27,2017-11-27,2018-06-30,False
16349501,342062,School,United States,Pennsylvania,yes,5,2017-12-01,2017-12-11,2018-06-30,False
16349503,342062,School,United States,Pennsylvania,transitioning,5,2018-01-02,2018-01-02,2018-06-30,False
16351184,377770,School,United States,Missouri,no,5,2017-11-27,2017-11-27,2018-06-30,False
16351524,377770,School,United States,Missouri,not sure,3,2017-11-27,2018-01-18,2018-06-30,False
16351525,377770,School,United States,Missouri,no,K,2017-12-06,2017-12-12,2018-06-30,False
16351526,377770,School,United States,Missouri,not sure,1,2017-11-27,2017-11-27,2018-06-30,False
16352865,372744,School,United States,Montana,not sure,Upper,2017-11-27,2017-12-04,2018-06-30,False
16357519,393810,School,United States,Arizona,not sure,K,2017-11-28,2017-11-28,2018-06-30,False
16357843,377770,School,United States,Missouri,yes,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-11-28,2017-11-28,2018-06-30,False
16357844,377770,School,United States,Missouri,yes,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-11-27,2017-12-08,2018-06-30,False
16361792,323772,School,United States,California,yes,4,2017-11-27,2017-11-27,2018-06-30,False
16362458,360628,School,United States,Kentucky,transitioning,1,2017-11-27,,,False
16371840,340815,School,United States,New York,not sure,1,2017-11-27,,,False
16372986,331492,School,United States,Massachusetts,yes,5,2017-11-27,2017-11-27,2018-06-30,False
16378894,331492,School,United States,Massachusetts,not sure,Pre,2017-12-03,2017-12-11,2018-06-30,False
16379518,1158,School,United States,Oregon,yes,2,2017-11-27,,,False
16382100,35392,School,Canada,New Brunswick,yes,4,2017-11-27,2017-11-27,2018-06-30,False
16393744,328421,School,United States,Oregon,not sure,"3, 4, 5",2017-11-27,2017-11-27,2018-06-30,False
16405876,348159,School,United States,North Carolina,no,5,2017-11-28,2017-12-04,2018-06-30,False
16416418,323900,School,United States,California,no,5,2017-11-28,2017-11-28,2018-06-30,False
16423904,36161,School,Honduras,Departamento de Francisco Morazan,not sure,,2017-11-28,,,False
16426987,393810,School,United States,Arizona,transitioning,K,2017-12-03,2017-12-03,2018-06-30,False
16434064,326141,School,United States,California,transitioning,Upper,2017-11-28,2017-12-04,2018-06-30,False
16434631,32373,School,United States,Texas,no,4,2017-11-28,,,False
16437321,388438,School,United States,Texas,no,1,2017-11-28,,,False
16444456,397955,School,United States,California,transitioning,3,2017-11-28,2017-12-04,2018-06-30,False
16449184,388438,School,United States,Texas,no,1,2017-11-28,2017-11-28,2018-06-30,False
16454417,388438,School,United States,Texas,no,1,2017-11-29,2017-11-29,2018-06-30,False
16454418,388438,School,United States,Texas,no,1,2017-11-29,2017-12-15,2018-06-30,False
16454420,388438,School,United States,Texas,no,1,2017-11-29,,,False
16454992,36184,School,United States,Pennsylvania,transitioning,2,2017-11-28,2017-12-12,2018-06-30,False
16477578,388438,School,United States,Texas,not sure,K,2017-11-29,2017-11-29,2018-06-30,False
16477585,388438,School,United States,Texas,no,4,2017-11-29,2017-12-04,2018-06-30,False
16482635,388438,School,United States,Texas,not sure,K,2017-12-03,,,False
16482637,388438,School,United States,Texas,not sure,K,2017-11-29,,,False
16482638,388438,School,United States,Texas,not sure,K,2017-11-29,2017-11-29,2018-06-30,False
16482970,371211,School,United States,Minnesota,transitioning,K,2017-11-29,2017-12-03,2018-06-30,False
16483100,391116,School,United States,Wyoming,transitioning,4,2017-11-29,2017-11-29,2018-06-30,False
16483724,391116,School,United States,Wyoming,transitioning,3,2017-11-29,,,False
16483725,391116,School,United States,Wyoming,yes,5,2017-11-29,2018-02-08,2018-06-30,False
16483728,391116,School,United States,Wyoming,yes,2,2017-11-29,2017-11-29,2018-06-30,False
16483729,391116,School,United States,Wyoming,transitioning,2,2017-11-29,2017-11-29,2018-06-30,False
16483732,391116,School,United States,Wyoming,yes,4,2017-12-04,2017-12-04,2018-06-30,False
16490312,344348,School,United States,Virginia,not sure,"K, 1, 2, 3, 4, 5",2017-11-29,2017-11-29,2018-06-30,False
16490422,344348,School,United States,Virginia,no,3,2017-11-29,2017-11-29,2018-06-30,False
16490425,344348,School,United States,Virginia,not sure,5,2017-11-29,2017-11-29,2018-06-30,False
16496512,16899,School,United States,Illinois,yes,5,2017-11-29,2017-12-07,2018-06-30,False
16497468,360628,School,United States,Kentucky,yes,"2, 3, 4",2017-11-29,2017-11-29,2018-06-30,False
16500023,334926,School,United States,Connecticut,yes,1,2017-11-29,2017-11-29,2018-06-30,False
16501918,395405,School,United States,California,,2,,,,False
16502578,360628,School,United States,Kentucky,not sure,3,2017-11-29,2017-11-29,2018-06-30,False
16506731,345538,School,United States,Maryland,yes,5,2017-11-29,2017-12-04,2018-06-30,False
16506833,328638,School,United States,Oregon,yes,1,2017-11-29,,,False
16515051,381844,School,United States,Arkansas,yes,4,2017-11-29,2017-11-29,2018-06-30,False
16544763,341521,School,United States,Pennsylvania,no,1,2018-01-03,2018-01-03,2018-06-30,False
16553138,3055,School,United States,Missouri,no,5,2017-11-30,2017-11-30,2018-06-30,False
16558167,347941,School,United States,North Carolina,no,Upper,2017-11-30,2017-11-30,2018-06-30,False
16560887,378347,School,United States,Kansas,yes,2,2017-11-30,2017-11-30,2018-06-30,False
16562902,325148,School,United States,California,no,3,2017-11-30,2017-11-30,2018-06-30,False
16565771,277,School,United States,Kentucky,yes,4,2017-11-30,2017-11-30,2018-06-30,False
16574981,357362,School,United States,Alabama,yes,4,2017-11-30,2017-11-30,2018-06-30,False
16593818,27811,School,Canada,Ontario,not sure,"K, 1, 2, 3, 4, 5, Upper",2017-12-04,2017-12-04,2018-06-30,False
16594386,340147,School,United States,New York,not sure,4,2017-12-02,2017-12-02,2018-06-30,False
16594713,357362,School,United States,Alabama,yes,4,2018-01-25,,,False
16594715,357362,School,United States,Alabama,transitioning,4,2017-11-30,2017-12-11,2018-06-30,False
16594716,357362,School,United States,Alabama,yes,4,2018-01-25,2018-01-25,2018-06-30,False
16594718,357362,School,United States,Alabama,no,"K, 2, 4, 5",2017-12-05,2017-12-05,2018-06-30,False
16615754,333973,School,United States,Vermont,not sure,"2, 3",2017-12-01,2017-12-01,2018-06-30,False
16616360,333973,School,United States,Vermont,transitioning,K,2017-12-01,2017-12-10,2018-06-30,False
16616367,333973,School,United States,Vermont,yes,5,2017-12-05,2017-12-10,2018-06-30,False
16616368,333973,School,United States,Vermont,not sure,Pre,2017-12-01,,,False
16628022,30541,School,United States,Kansas,yes,1,2017-12-01,,,False
16628157,342062,School,United States,Pennsylvania,yes,5,2017-12-01,,,False
16629920,392483,School,United States,Arizona,not sure,4,2017-12-01,,,False
16629922,392483,School,United States,Arizona,not sure,"4, 5",2017-12-01,2017-12-01,2018-06-30,False
16629923,392483,School,United States,Arizona,not sure,3,2017-12-01,2017-12-15,2018-06-30,False
16629924,392483,School,United States,Arizona,not sure,4,2017-12-01,2017-12-18,2018-06-30,False
16629926,392483,School,United States,Arizona,transitioning,Upper,2017-12-06,,,False
16630991,392483,School,United States,Arizona,not sure,4,2017-12-04,2018-01-23,2018-06-30,False
16630992,392483,School,United States,Arizona,not sure,4,2017-12-01,2017-12-01,2018-06-30,False
16634017,326926,School,United States,California,transitioning,4,2017-12-01,2017-12-01,2018-06-30,False
16635450,392483,School,United States,Arizona,not sure,5,2017-12-01,,,False
16635454,392483,School,United States,Arizona,not sure,1,2017-12-01,2017-12-15,2018-06-30,False
16635456,392483,School,United States,Arizona,no,3,2017-12-01,2017-12-20,2018-06-30,False
16635460,392483,School,United States,Arizona,no,K,2017-12-26,2018-02-05,2018-06-30,False
16644942,392483,School,United States,Arizona,transitioning,1,2017-12-02,,,False
16676046,23359,School,United States,New Jersey,yes,"K, 1, 2, 3, 4, 5, Upper",2017-12-06,,,False
16725663,370132,School,United States,Wisconsin,yes,"K, 1, 2, 3, 4",2017-12-03,2017-12-10,2018-06-30,False
16731482,393810,School,United States,Arizona,not sure,3,2017-12-07,,,False
16731485,393810,School,United States,Arizona,not sure,K,2018-01-09,2018-01-17,2018-06-30,False
16734850,10095,School,United States,Michigan,transitioning,"3, Upper",2017-12-03,,,False
16741916,340147,School,United States,New York,transitioning,4,2017-12-03,,,False
16750236,331975,School,United States,Massachusetts,not sure,2,2017-12-03,2017-12-03,2018-06-30,False
16750243,26251,School,United States,New Jersey,transitioning,2,2017-12-03,2017-12-03,2018-06-30,False
16753666,17567,School,Canada,Ontario,not sure,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-12-03,,,False
16761255,32767,School,Canada,Ontario,no,3,2017-12-04,2017-12-04,2018-06-30,False
16774874,334557,School,United States,Connecticut,no,K,2017-12-04,,,False
16783564,36433,School,United States,Washington,transitioning,"K, 1, 2, 3, 4, 5, Upper",2017-12-08,2017-12-08,2018-06-30,False
16784377,393810,School,United States,Arizona,no,"K, 1, 2, 3",2017-12-04,2018-01-24,2018-06-30,False
16784702,346271,School,United States,Virginia,yes,"K, 1, 2, 3, 4, 5",2017-12-05,2017-12-11,2018-06-30,False
16790603,36327,School,Canada,Nova Scotia,no,4,2017-12-04,2018-01-25,2018-06-30,False
16794882,396867,School,United States,California,transitioning,Upper,2017-12-04,2017-12-04,2018-06-30,False
16795084,396867,School,United States,California,transitioning,5,2017-12-04,2017-12-11,2018-06-30,False
16795086,396867,School,United States,California,transitioning,5,2017-12-08,2017-12-08,2018-06-30,False
16803219,35171,School,Peru,Provincia de Lima,transitioning,2,2017-12-04,2017-12-10,2018-06-30,False
16810007,36337,School,United States,Wisconsin,yes,"Pre, K",2017-12-05,,,False
16810008,36337,School,United States,Wisconsin,yes,4,2017-12-06,,,False
16824405,325107,School,United States,California,no,Pre,2017-12-11,2018-01-05,2018-06-30,False
16838017,357362,School,United States,Alabama,not sure,3,2017-12-05,2017-12-05,2018-06-30,False
16838018,357362,School,United States,Alabama,yes,5,2017-12-05,2018-01-08,2018-06-30,False
16840440,357362,School,United States,Alabama,not sure,2,2017-12-05,2017-12-05,2018-06-30,False
16840442,357362,School,United States,Alabama,yes,2,2017-12-05,,,False
16840445,357362,School,United States,Alabama,no,3,2017-12-05,2017-12-05,2018-06-30,False
16840447,357362,School,United States,Alabama,not sure,1,2017-12-13,2018-02-09,2018-06-30,False
16840451,357362,School,United States,Alabama,no,2,2017-12-05,,,False
16840454,357362,School,United States,Alabama,not sure,1,2018-01-25,,,False
16840459,357362,School,United States,Alabama,no,1,2018-01-26,2018-01-26,2018-06-30,False
16841090,357362,School,United States,Alabama,not sure,"Pre, 4, Upper",2017-12-05,2018-02-27,2018-06-30,False
16841091,357362,School,United States,Alabama,not sure,"Pre, K, 1",2017-12-05,2017-12-11,2018-06-30,False
